game_id,title,developer,genre,release_date,release_month,release_day_of_week,price_usd,is_f2p,has_launch_discount,launch_discount_pct,tags,n_tags,has_early_access,has_multiplayer,has_controller_support,developer_prior_titles,developer_years_active,developer_avg_prior_rating,developer_is_established,wishlists,has_demo,demo_conversion_rate,marketing_score,reviews_24h,positive_ratio,peak_ccu_24h,review_velocity_per_hour,refund_rate,median_playtime_24h,launch_success_score
SG-0101,The Realm,Obsidian Workshop,Indie,2022-05-27,5,Friday,14.99,False,False,0,Pixel Graphics|3D|Deck Building|Souls-like|Choices Matter|Tactical,6,False,False,False,0,15,0.725,False,2908,False,,94.4,69,0.778,149,2.88,0.177,3.96,54.04
SG-0102,Odyssey,Titan Works,Indie,2022-07-14,7,Thursday,24.99,False,False,0,Pixel Graphics|2D|City Builder|Difficult|Retro|Online Co-op|Sci-Fi|Farming,8,False,True,False,1,4,0.805,True,1608,True,0.133,60.8,56,0.962,35,2.33,0.1,5.53,59.76
SG-0103,Odyssey of Nexus,Shadow Entertainment,Platformer,2022-01-12,1,Wednesday,39.99,False,True,15,Pixel Graphics|Difficult|Singleplayer|Music|2D,5,False,False,False,1,3,0.534,False,4922,False,,69.2,132,0.603,295,5.5,0.188,1.63,44.9
SG-0104,The Kingdom,Obsidian Studios,Visual Novel,2021-07-09,7,Friday,39.99,False,True,15,Anime|Choices Matter|2D|Story Rich|Tactical|Tower Defense|Open World,7,False,False,False,9,3,0.633,True,5346,False,,71.4,97,0.665,84,4.04,0.162,3.5,51.74
SG-0105,Endless Sanctum,Nexus Digital,Indie,2020-05-09,5,Saturday,4.99,False,True,10,Retro|Atmospheric|Singleplayer|Crafting|Moddable|Cute|Tower Defense|Sandbox,8,False,False,False,0,7,0.861,True,5984,False,,37.4,180,0.686,145,7.5,0.13,0.76,45.21
SG-0106,The Rift,Crystal Studios,Strategy,2020-05-07,5,Thursday,49.99,False,False,0,Management|Base Building|Moddable|Fishing|Open World,5,False,False,False,3,6,0.842,False,793,False,,63.9,28,0.757,41,1.17,0.124,2.87,51.48
SG-0107,Crimson Frontier,Crystal Forge,Indie,2021-05-11,5,Tuesday,19.99,False,False,0,2D|Singleplayer|Retro|Atmospheric|Real-Time,5,False,False,False,0,17,0.786,False,2152,False,,28.1,52,0.628,129,2.17,0.141,2.87,48.68
SG-0108,Depths of Inferno,Shadow Entertainment,Strategy,2020-06-09,6,Tuesday,19.99,False,False,0,Turn-Based|Real-Time|Tactical|Management|Base Building|Atmospheric|Singleplayer|Co-op,8,False,True,False,1,3,0.534,False,1024,True,0.168,69.0,8,0.548,28,0.33,0.197,0.96,33.71
SG-0109,Hollow Legends,Silver Media,Visual Novel,2020-04-25,4,Saturday,19.99,False,False,0,Anime|Narrative|Choices Matter|2D,4,False,False,False,0,2,0.686,True,2187,False,,61.0,54,0.62,66,2.25,0.239,2.49,44.87
SG-0110,The Zenith,Rogue Creations,Action,2020-12-11,12,Friday,59.99,False,True,10,Fast-Paced|Hack and Slash|3D|Cooking|Management|Post-Apocalyptic,6,False,False,False,0,1,0.472,False,1554,False,,48.9,48,0.638,107,2.0,0.148,3.04,49.28
SG-0111,The Eclipse,Storm Entertainment,Action,2022-09-28,9,Wednesday,0.0,True,False,0,Hack and Slash|3D|Controller Support|Tower Defense|Difficult|Exploration,6,False,False,True,1,2,0.759,False,730,False,,62.0,16,0.667,19,0.67,0.122,4.26,48.89
SG-0112,Frost Dominion,Pixel Entertainment,Visual Novel,2022-06-18,6,Saturday,9.99,False,False,0,Narrative|Choices Matter|2D|Story Rich|Cooking|3D,6,False,False,False,6,11,0.445,False,851,False,,72.2,20,0.685,53,0.83,0.126,2.02,44.78
SG-0113,The Zenith,Silver Studios,Action,2023-04-05,4,Wednesday,14.99,False,False,0,Hack and Slash|Controller Support|Narrative|Turn-Based|Management|2D|Early Access|Tower Defense,8,True,False,True,0,1,0.823,False,11935,True,0.062,0.0,209,0.728,310,8.71,0.112,2.51,57.3
SG-0114,The Kingdom,Azure Games,Adventure,2020-08-28,8,Friday,19.99,False,False,0,Real-Time|Fishing|Atmospheric|Moddable|Hack and Slash|VR,6,False,False,False,12,10,0.773,False,20506,False,,38.2,142,0.489,278,5.92,0.247,0.32,34.37
SG-0115,Abyss of Depths,Iron Interactive,Racing,2020-10-16,10,Friday,0.0,True,False,0,Fast-Paced|Multiplayer|Controller Support|3D|Competitive|Procedural Generation|Early Access,7,True,True,True,3,1,0.516,False,2249,False,,29.9,35,0.481,50,1.46,0.225,1.17,33.51
SG-0116,The Bastion,Lunar Digital,Action,2022-06-27,6,Monday,39.99,False,False,0,Hack and Slash|3D|Tower Defense|Bullet Hell|PvP|Fantasy|Narrative|Open World,8,False,True,False,9,1,0.719,False,9184,True,0.072,40.6,70,0.478,226,2.92,0.199,0.2,31.07
SG-0117,Abyss,Nova Collective,Casual,2020-12-19,12,Saturday,19.99,False,True,20,Relaxing|Cute|Singleplayer|Controller Support|Difficult|Procedural Generation|Open World,7,False,False,True,4,1,0.282,False,3269,False,,41.7,26,0.49,44,1.08,0.2,2.06,38.25
SG-0118,The Odyssey,Void Creations,Puzzle,2020-12-25,12,Friday,49.99,False,True,10,Singleplayer|Relaxing|Atmospheric|Narrative|Souls-like|Metroidvania|3D,7,False,False,False,5,1,0.98,False,17676,False,,83.3,446,0.876,1169,18.58,0.068,3.5,77.77
SG-0119,Rift of Rift,Titan Collective,Racing,2022-05-27,5,Friday,19.99,False,True,25,Fast-Paced|Multiplayer|Cooking|Crafting|3D|Souls-like|Real-Time|Deck Building,8,False,True,False,0,1,0.775,False,3835,False,,57.7,41,0.468,40,1.71,0.23,2.11,37.94
SG-0120,Horizon,Golden Productions,RPG,2023-01-06,1,Friday,14.99,False,False,0,Choices Matter|PvE|Card Game|Online Co-op|Controller Support,5,False,True,True,0,4,0.653,False,1022,False,,37.0,7,0.555,11,0.29,0.136,0.92,34.52
SG-0121,Neon Legacy,Shadow Collective,Indie,2022-03-20,3,Sunday,0.0,True,False,0,2D|Cooking|Narrative|Dark,4,False,False,False,3,3,0.722,False,1071,False,,82.3,33,0.881,38,1.38,0.114,3.78,56.2
SG-0122,The Haven,Storm Forge,Simulation,2023-09-12,9,Tuesday,14.99,False,False,0,Sandbox|Crafting|Relaxing|Narrative|Deck Building|Dark|Early Access,7,True,False,False,6,1,0.746,False,1223,False,,62.8,37,0.788,31,1.54,0.109,5.14,53.59
SG-0123,Iron Depths,Shadow Entertainment,Casual,2022-06-05,6,Sunday,14.99,False,False,0,Relaxing|Cute|2D|Puzzle|Controller Support|PvP|Pixel Graphics|Difficult,8,False,True,True,1,3,0.534,False,15361,False,,52.8,82,0.404,91,3.42,0.251,0.2,27.99
SG-0124,Chronicles,Pixel Arts,RPG,2021-06-18,6,Friday,24.99,False,True,25,Fantasy|Choices Matter|Open World|Turn-Based|Dark|Base Building|Co-op|Multiplayer,8,False,True,False,0,6,0.98,False,1585,False,,57.3,15,0.748,33,0.62,0.132,3.06,51.2
SG-0125,Fallen Protocol,Lunar Labs,Casual,2021-05-17,5,Monday,19.99,False,True,20,Cute|2D|Puzzle|Procedural Generation|Singleplayer,5,False,False,False,0,3,0.594,False,1091,False,,24.5,10,0.49,35,0.42,0.185,2.68,40.9
SG-0126,Forge of Protocol,Apex Productions,Strategy,2020-05-19,5,Tuesday,4.99,False,True,10,Tactical|Management|Base Building|Narrative|Story Rich,5,False,False,False,4,2,0.685,True,2165,False,,60.6,55,0.631,182,2.29,0.154,4.63,49.54
SG-0127,Exodus,Shadow Entertainment,Simulation,2021-11-21,11,Sunday,59.99,False,False,0,Management|Sandbox|Crafting|Relaxing|City Builder|Fast-Paced,6,False,False,False,1,3,0.534,False,8126,False,,33.2,102,0.558,73,4.25,0.232,1.57,40.45
SG-0128,Rift of Legacy,Obsidian Software,Racing,2023-04-29,4,Saturday,39.99,False,False,0,Fast-Paced|Multiplayer|Controller Support|3D|Competitive|Metroidvania,6,False,True,True,0,1,0.736,True,4824,False,,54.5,68,0.916,561,2.83,0.087,3.75,61.14
SG-0129,Crystal Kingdom,Storm Collective,Adventure,2021-06-03,6,Thursday,14.99,False,False,0,Story Rich|Exploration|Singleplayer|Narrative|Tower Defense|Crafting|Tactical,7,False,False,False,5,4,0.715,False,5188,True,0.228,12.4,101,0.719,226,4.21,0.108,2.62,52.98
SG-0130,Dark Wasteland,Pixel Workshop,Adventure,2023-10-05,10,Thursday,19.99,False,True,20,Story Rich|Exploration|Singleplayer|3D|Real-Time|Fishing,6,False,False,False,0,3,0.904,False,6842,False,,0.0,30,0.501,256,1.25,0.204,0.2,30.19
SG-0131,The Inferno,Shadow Interactive,Strategy,2020-06-22,6,Monday,4.99,False,True,20,Real-Time|Tactical|Management|Retro,4,False,False,False,0,3,0.549,True,68518,False,,57.9,2714,0.702,7405,113.08,0.173,1.67,81.81
SG-0132,The Wasteland,Nexus Creations,Roguelike,2020-04-11,4,Saturday,14.99,False,True,25,Pixel Graphics|2D|Fast-Paced|Sandbox|Real-Time,5,False,False,False,2,10,0.732,False,728,False,,57.1,10,0.728,42,0.42,0.119,2.49,48.1
SG-0133,Iron Depths,Neon Works,Action,2020-01-18,1,Saturday,14.99,False,True,25,Fast-Paced|Hack and Slash|3D|Controller Support|Post-Apocalyptic|Exploration|Relaxing|City Builder,8,False,False,True,1,2,0.758,False,116,False,,31.2,1,0.353,5,0.04,0.269,0.84,25.82
SG-0134,The Kingdom,Frost Forge,Adventure,2023-07-04,7,Tuesday,4.99,False,True,15,Story Rich|Exploration|Narrative|Open World|Atmospheric,5,False,False,False,0,5,0.675,False,54,False,,16.5,1,0.557,5,0.04,0.126,3.26,44.87
SG-0135,Eclipse of Abyss,Pixel Games,Puzzle,2023-01-07,1,Saturday,14.99,False,True,25,Singleplayer|Relaxing|VR|Tower Defense|Real-Time|Multiplayer|Souls-like,7,False,True,False,2,1,0.593,False,227,False,,19.4,1,0.425,5,0.04,0.283,2.77,37.42
SG-0136,Neon Depths,Lunar Arts,Indie,2023-12-24,12,Sunday,24.99,False,False,0,Pixel Graphics|2D|Retro|Atmospheric|Online Co-op|Fast-Paced,6,False,True,False,3,3,0.829,False,8112,False,,38.0,24,0.315,88,1.0,0.276,0.2,22.61
SG-0137,The Wasteland,Crystal Studios,Platformer,2021-05-11,5,Tuesday,29.99,False,False,0,Difficult|Bullet Hell|Choices Matter|Turn-Based|Real-Time|Relaxing|Sci-Fi,7,False,False,False,3,6,0.842,False,2082,False,,0.0,40,0.824,160,1.67,0.073,2.99,55.83
SG-0138,Exodus of Wasteland,Golden Games,Indie,2021-03-20,3,Saturday,29.99,False,True,10,2D|Singleplayer|Atmospheric|Cooking|Pixel Graphics|Exploration,6,False,False,False,4,2,0.666,False,1713,False,,13.6,10,0.613,61,0.42,0.171,2.45,43.74
SG-0139,The Dominion,Ember Arts,Strategy,2021-01-28,1,Thursday,9.99,False,False,0,Turn-Based|Real-Time|Base Building|3D|Crafting|Multiplayer|Management|Hack and Slash,8,False,True,False,3,4,0.648,False,4017,False,,41.4,46,0.547,51,1.92,0.233,0.59,32.89
SG-0140,Zenith of Protocol,Iron Software,Strategy,2022-12-27,12,Tuesday,14.99,False,True,25,Turn-Based|Tactical|Management|Base Building|Pixel Graphics|PvP|Bullet Hell,7,False,True,False,2,2,0.545,False,2852,False,,37.3,6,0.38,8,0.25,0.302,0.2,23.13
SG-0141,Eternal Realm,Titan Software,Indie,2020-07-14,7,Tuesday,14.99,False,False,0,Pixel Graphics|2D|Singleplayer|Retro|Cute|Deck Building|Story Rich,7,False,False,False,4,4,0.856,False,1506,False,,41.9,18,0.737,104,0.75,0.164,3.27,50.77
SG-0142,Zenith,Titan Games,Action,2021-12-04,12,Saturday,9.99,False,True,10,Fast-Paced|3D|Competitive|Souls-like|Moddable|Fantasy|Narrative,7,False,False,False,10,2,0.768,True,3266,False,,57.8,81,0.836,296,3.38,0.075,2.52,55.98
SG-0143,Eclipse of Zenith,Neon Studios,Action,2022-11-10,11,Thursday,9.99,False,False,0,Fast-Paced|Hack and Slash|3D|Competitive|Base Building,5,False,False,False,9,2,0.792,False,604,False,,46.6,4,0.61,13,0.17,0.15,2.2,42.26
SG-0144,The Zenith,Titan Creations,Indie,2022-03-07,3,Monday,24.99,False,False,0,Retro|Card Game|Online Co-op|PvP|Bullet Hell|Fast-Paced|Tactical|Story Rich,8,False,True,False,1,7,0.743,False,1410,False,,49.5,17,0.572,69,0.71,0.238,2.29,41.0
SG-0145,The Legends,Titan Software,Puzzle,2023-03-30,3,Thursday,9.99,False,False,0,Singleplayer|Relaxing|Narrative|Procedural Generation|Difficult|Choices Matter|Tower Defense|Deck Building,8,False,False,False,4,4,0.856,False,873,False,,64.4,25,0.829,67,1.04,0.095,4.52,54.71
SG-0146,Rift,Obsidian Productions,Action,2022-06-01,6,Wednesday,0.0,True,False,0,Fast-Paced|Hack and Slash|3D|Controller Support,4,False,False,True,3,3,0.629,False,1898,True,0.147,35.6,47,0.816,66,1.96,0.054,2.94,55.49
SG-0147,Hollow Odyssey,Shadow Forge,Action,2021-11-16,11,Tuesday,0.0,True,False,0,Fast-Paced|3D|Competitive|Difficult,4,False,False,False,3,5,0.71,False,1141,False,,63.0,49,0.81,102,2.04,0.099,4.04,55.18
SG-0148,Golden Legacy,Ember Forge,Action,2023-06-29,6,Thursday,19.99,False,True,20,Hack and Slash|3D|Controller Support|Competitive|Pixel Graphics|Dark|Farming|Music,8,False,False,True,4,1,0.738,False,1053,False,,75.8,13,0.53,34,0.54,0.153,0.76,33.07
SG-0149,Eclipse of Odyssey,Shadow Games,Strategy,2021-05-25,5,Tuesday,9.99,False,False,0,Management|Competitive|Dark|PvP|Real-Time,5,False,True,False,4,1,0.478,False,19941,False,,54.1,231,0.43,990,9.62,0.166,2.95,53.38
SG-0150,Kingdom,Frost Digital,Indie,2021-05-11,5,Tuesday,19.99,False,False,0,2D|Procedural Generation|Farming|Music,4,False,False,False,6,2,0.641,True,3163,False,,53.6,68,0.562,117,2.83,0.143,2.58,45.78
SG-0151,The Inferno,Pixel Games,Simulation,2022-12-24,12,Saturday,49.99,False,True,25,Management|Sandbox|Crafting|Relaxing,4,False,False,False,2,1,0.593,False,357,False,,68.7,1,0.423,6,0.04,0.225,0.2,25.4
SG-0152,The Legends,Titan Media,Action,2020-12-04,12,Friday,29.99,False,True,10,3D|Controller Support|Base Building|Sandbox|Early Access|Pixel Graphics|City Builder,7,True,False,True,2,8,0.574,False,2160,True,0.114,30.2,45,0.615,69,1.88,0.138,1.92,43.05
SG-0153,Dominion of Rift,Silver Games,Indie,2021-12-04,12,Saturday,19.99,False,True,20,Pixel Graphics|Singleplayer|Card Game|Retro|Difficult|Co-op|2D,7,False,True,False,0,2,0.668,False,5522,True,0.064,73.4,138,0.72,112,5.75,0.11,3.75,55.92
SG-0154,Hidden Wasteland,Pixel Studios,Indie,2020-11-05,11,Thursday,4.99,False,False,0,Pixel Graphics|2D|Retro|Atmospheric|Controller Support|Tower Defense,6,False,False,True,4,3,0.765,False,838,False,,4.5,2,0.339,5,0.08,0.248,0.2,22.53
SG-0155,The Chronicles,Void Labs,Action,2020-03-14,3,Saturday,19.99,False,False,0,Hack and Slash|Farming|Management|PvP|PvE|Metroidvania|Dark,7,False,True,False,8,22,0.573,False,50,False,,74.6,1,0.79,5,0.04,0.118,1.96,46.79
SG-0156,Golden Realm,Shadow Studios,Simulation,2023-12-20,12,Wednesday,29.99,False,True,25,Crafting|Relaxing|Competitive|Choices Matter|Hack and Slash|Tactical|Exploration|Fast-Paced,8,False,False,False,0,2,0.721,False,829,False,,100.0,20,0.647,46,0.83,0.192,2.28,43.94
SG-0157,Forgotten Rift,Crimson Digital,Action,2021-05-27,5,Thursday,14.99,False,False,0,Fast-Paced|Hack and Slash|Controller Support|Competitive,4,False,False,True,4,1,0.645,True,947,False,,36.3,10,0.877,42,0.42,0.029,2.23,52.6
SG-0158,Ancient Odyssey,Iron Creations,Simulation,2020-06-19,6,Friday,14.99,False,False,0,Sandbox|Crafting|Relaxing|Narrative|Base Building,5,False,False,False,4,1,0.844,True,18482,False,,73.6,296,0.681,1373,12.33,0.08,2.96,66.36
SG-0159,Thunder Abyss,Azure Studios,Action,2020-10-01,10,Thursday,4.99,False,False,0,Hack and Slash|Controller Support|Competitive|Singleplayer,4,False,False,True,0,1,0.539,True,822,False,,0.0,5,0.464,30,0.21,0.173,3.02,41.64
SG-0160,Thunder Haven,Void Works,Indie,2020-12-25,12,Friday,9.99,False,False,0,Singleplayer|Retro|Atmospheric|City Builder|Metroidvania|Narrative,6,False,False,False,2,17,0.499,False,12612,False,,42.4,169,0.354,442,7.04,0.219,0.2,31.88
SG-0161,Eternal Frontier,Apex Collective,Strategy,2022-05-30,5,Monday,19.99,False,True,20,Tactical|Tower Defense|Cooking|Singleplayer|Controller Support|PvP|3D,7,False,True,True,0,2,0.894,False,2804,False,,0.0,29,0.46,73,1.21,0.291,0.2,26.89
SG-0162,Frost Chronicles,Golden Works,Strategy,2023-11-04,11,Saturday,19.99,False,False,0,Turn-Based|Real-Time|Tactical|Management|Base Building|Music|Exploration,7,False,False,False,4,4,0.664,True,68601,False,,40.1,1350,0.774,5151,56.25,0.098,2.82,90.84
SG-0163,Horizon,Storm Productions,Action,2023-05-04,5,Thursday,24.99,False,False,0,Hack and Slash|Controller Support|Tower Defense|Real-Time|Atmospheric|Fantasy|Story Rich,7,False,False,True,2,1,0.735,False,2773,True,0.092,45.7,102,0.854,388,4.25,0.01,3.25,61.11
SG-0164,The Protocol,Nexus Media,RPG,2021-05-09,5,Sunday,9.99,False,False,0,Fantasy|Choices Matter|Open World|Turn-Based|Narrative|Online Co-op,6,False,True,False,0,8,0.687,False,1037,False,,11.6,14,0.73,26,0.58,0.139,3.45,50.47
SG-0165,Iron Realm,Titan Forge,Racing,2020-09-03,9,Thursday,24.99,False,False,0,Fast-Paced|Multiplayer|3D|Competitive,4,False,True,False,2,5,0.98,True,8876,False,,92.6,163,0.504,573,6.79,0.169,1.78,45.3
SG-0166,The Exodus,Iron Studios,Adventure,2023-06-05,6,Monday,19.99,False,False,0,Atmospheric|Narrative|Deck Building|Bullet Hell|Souls-like,5,False,False,False,0,5,0.731,False,762,False,,71.4,9,0.563,32,0.38,0.2,1.71,37.95
SG-0167,Golden Exodus,Storm Works,Sports,2020-09-07,9,Monday,14.99,False,False,0,Multiplayer|Competitive|3D|Deck Building|Fishing,5,False,True,False,1,9,0.763,False,1936,False,,53.0,24,0.708,146,1.0,0.12,2.46,48.29
SG-0168,The Abyss,Lunar Arts,Action,2023-10-27,10,Friday,14.99,False,False,0,Fast-Paced|Hack and Slash|3D|Controller Support|Competitive|Card Game|Real-Time|Cute,8,False,False,True,3,3,0.829,False,945,False,,44.2,8,0.358,12,0.33,0.29,1.05,27.03
SG-0169,Nexus of Frontier,Azure Studios,Simulation,2021-09-23,9,Thursday,19.99,False,False,0,Sandbox|Crafting|Relaxing|Bullet Hell|Real-Time|3D,6,False,False,False,0,1,0.539,True,24954,True,0.065,55.4,432,0.584,2261,18.0,0.194,2.75,69.69
SG-0170,Realm,Nexus Creations,Simulation,2022-11-01,11,Tuesday,39.99,False,False,0,Card Game|City Builder|Fast-Paced|2D|Turn-Based|Narrative|Hack and Slash,7,False,False,False,2,10,0.732,False,4680,False,,50.3,46,0.54,145,1.92,0.215,2.01,40.45
SG-0171,Eternal Sanctum,Nova Studios,RPG,2021-12-02,12,Thursday,9.99,False,True,15,Fantasy|Open World|Turn-Based|Online Co-op|Anime|Moddable,6,False,True,False,5,1,0.923,False,5029,True,0.017,100.0,216,0.759,293,9.0,0.173,4.31,59.98
SG-0172,Protocol of Zenith,Crystal Games,Action,2023-11-18,11,Saturday,9.99,False,False,0,Fast-Paced|Hack and Slash|Controller Support|VR|Cooking|Competitive,6,False,False,True,1,3,0.374,False,13874,True,0.081,16.6,113,0.504,720,4.71,0.185,1.96,44.58
SG-0173,Depths,Neon Creations,Simulation,2020-03-01,3,Sunday,14.99,False,False,0,Sandbox|Crafting|Relaxing|City Builder|Exploration,5,False,False,False,4,3,0.957,False,2350,True,0.113,17.3,63,0.973,276,2.62,0.09,4.27,61.47
SG-0174,The Dominion,Ember Media,Puzzle,2022-04-29,4,Friday,0.0,True,False,0,Singleplayer|Relaxing|Atmospheric|Narrative|Metroidvania|Sandbox,6,False,False,False,6,4,0.458,False,3453,False,,72.7,59,0.622,102,2.46,0.136,1.94,44.09
SG-0175,Rising Bastion,Ember Productions,Indie,2022-01-29,1,Saturday,29.99,False,False,0,Pixel Graphics|2D|Singleplayer|Retro|Tower Defense,5,False,False,False,3,10,0.621,False,9940,False,,64.1,362,0.721,225,15.08,0.18,3.72,64.31
SG-0176,Crystal Forge,Frost Productions,Casual,2020-04-26,4,Sunday,19.99,False,False,0,Relaxing|Cute|Singleplayer|Multiplayer,4,False,True,False,3,3,0.794,False,11316,False,,62.3,140,0.815,1059,5.83,0.113,3.29,62.6
SG-0177,Horizon,Titan Forge,Puzzle,2020-10-21,10,Wednesday,24.99,False,False,0,Singleplayer|Relaxing|2D|Atmospheric|Narrative|Tactical|Card Game|Fishing,8,False,False,False,2,5,0.98,True,3409,False,,59.5,17,0.473,33,0.71,0.279,1.96,35.63
SG-0178,Realm of Odyssey,Frost Forge,Indie,2022-08-09,8,Tuesday,39.99,False,True,15,Pixel Graphics|Singleplayer|Atmospheric|Souls-like|PvP|Story Rich|Procedural Generation,7,False,True,False,0,5,0.675,False,5650,False,,35.6,48,0.494,185,2.0,0.292,0.91,32.63
SG-0179,Endless Chronicles,Titan Forge,Strategy,2023-03-19,3,Sunday,49.99,False,False,0,Tower Defense|Crafting|PvE|Souls-like|Cooking|Relaxing|Early Access,7,True,False,False,2,5,0.98,True,96042,True,0.145,70.2,1318,0.771,9595,54.92,0.123,5.14,91.27
SG-0180,The Depths,Golden Entertainment,Platformer,2022-12-10,12,Saturday,19.99,False,False,0,2D|Pixel Graphics|Difficult|Singleplayer|Retro,5,False,False,False,2,1,0.504,False,711,False,,33.3,13,0.685,61,0.54,0.178,3.97,48.65
SG-0181,Citadel,Obsidian Labs,Strategy,2023-09-14,9,Thursday,4.99,False,False,0,Real-Time|Tactical|Management|Base Building|City Builder|Procedural Generation,6,False,False,False,3,4,0.672,False,16752,False,,68.8,464,0.675,677,19.33,0.121,2.25,65.96
SG-0182,The Realm,Crimson Works,Indie,2021-08-24,8,Tuesday,19.99,False,False,0,Pixel Graphics|2D|Atmospheric|Hack and Slash|Turn-Based,5,False,False,False,2,5,0.715,False,162,False,,24.1,2,0.538,11,0.08,0.149,1.3,35.52
SG-0183,Wasteland,Neon Creations,RPG,2020-02-18,2,Tuesday,29.99,False,False,0,Story Rich|Open World|Sci-Fi|Narrative|Crafting|Singleplayer,6,False,False,False,4,3,0.957,False,522,False,,54.5,9,0.941,63,0.38,0.061,4.39,57.93
SG-0184,The Realm,Silver Forge,Indie,2020-10-11,10,Sunday,24.99,False,True,25,Pixel Graphics|Singleplayer|Retro|Tower Defense|Real-Time,5,False,False,False,2,1,0.85,True,6033,True,0.077,45.4,135,0.746,172,5.62,0.155,1.91,50.7
SG-0185,Sanctum,Ember Forge,Racing,2021-08-22,8,Sunday,24.99,False,False,0,Fast-Paced|Multiplayer|Controller Support|3D,4,False,True,True,4,1,0.738,False,929,False,,60.0,22,0.622,61,0.92,0.096,1.08,38.74
SG-0186,The Bastion,Void Arts,Sports,2020-08-18,8,Tuesday,9.99,False,False,0,Competitive|Controller Support|PvP|3D|Fast-Paced,5,False,True,True,0,4,0.907,True,7158,False,,32.5,104,0.773,222,4.33,0.129,2.62,54.41
SG-0187,Protocol of Abyss,Neon Labs,Indie,2023-07-11,7,Tuesday,14.99,False,False,0,2D|Singleplayer|Retro|Atmospheric|Procedural Generation|Exploration|PvP,7,False,True,False,0,2,0.627,False,9172,False,,16.6,87,0.64,448,3.62,0.157,2.64,50.32
SG-0188,Inferno,Obsidian Interactive,Simulation,2020-08-02,8,Sunday,0.0,True,False,0,Sandbox|Relaxing|Tactical|Real-Time|Crafting,5,False,False,False,3,8,0.626,False,1492,False,,0.0,19,0.554,77,0.79,0.211,0.2,30.52
SG-0189,Eternal Realm,Rogue Digital,Indie,2022-01-29,1,Saturday,14.99,False,True,10,Pixel Graphics|2D|Singleplayer|Retro|Atmospheric|Fantasy|Multiplayer|PvE,8,False,True,False,1,5,0.971,False,1404,True,0.204,50.1,19,0.544,52,0.79,0.224,2.81,42.97
SG-0190,Eternal Rift,Golden Media,Adventure,2020-06-27,6,Saturday,0.0,True,False,0,Story Rich|Exploration|Atmospheric|Singleplayer|Narrative|Early Access|PvP|Fishing,8,True,True,False,3,12,0.668,True,17679,True,0.176,75.0,347,0.626,531,14.46,0.162,1.53,54.99
SG-0191,The Protocol,Nexus Labs,Indie,2020-02-02,2,Sunday,14.99,False,False,0,Singleplayer|Real-Time|Controller Support|Tactical|Cute|Cooking|Exploration,7,False,False,True,3,1,0.676,False,663,False,,62.7,6,0.818,72,0.25,0.079,3.42,53.89
